Time,ADAUSDT,BATUSDT,BTCUSDT,BTTUSDT,DASHUSDT,EOSUSDT,ETCUSDT,ETHUSDT,HOTUSDT,IOTAUSDT,LINKUSDT,LTCUSDT,NEOUSDT,OMGUSDT,QTUMUSDT,THETAUSDT,TRXUSDT,VETUSDT,XLMUSDT,XMRUSDT,XRPUSDT
1599948000000,0.09718,0.2733,10434.97,0.0003612,79.1,2.8124,5.206,384.77,0.0005836,0.295,12.6,50.86,21.726,4.0642,2.828,0.5435,0.03282,0.01321,0.0837,86.59,0.2472
1599951600000,0.09771,0.2739,10440.92,0.0003606,79.34,2.8052,5.2316,387.78,0.000588,0.2987,12.7187,50.8,21.725,4.116,2.854,0.54873,0.03272,0.013419,0.08382,86.7,0.24752
1599955200000,0.09714,0.2718,10430.25,0.0003586,78.36,2.7983,5.2026,384.26,0.0005882,0.2983,12.7998,50.68,21.572,4.054,2.846,0.54018,0.03235,0.013593,0.08333,86.58,0.24777
1599958800000,0.09669,0.2702,10421.94,0.0003615,78.12,2.7903,5.189,383.97,0.0005888,0.2975,12.6908,50.29,21.255,3.9836,2.811,0.5359,0.03209,0.013551,0.08304,86.26,0.24728
1599962400000,0.09719,0.2699,10428.11,0.0003623,78.22,2.7966,5.1974,385.09,0.0005908,0.2963,12.7395,50.42,21.393,4.0023,2.827,0.53568,0.03216,0.013518,0.08298,86.34,0.2477
1599966000000,0.0988,0.2718,10556.26,0.0003623,78.77,2.8136,5.2372,388.71,0.000591,0.2996,12.8209,50.88,21.618,4.0904,2.851,0.52847,0.03248,0.01366,0.08386,87.37,0.25267
1599969600000,0.09915,0.2715,10539.33,0.0003616,78.63,2.8096,5.2239,386.25,0.0005908,0.2997,12.8214,50.67,21.845,4.0686,2.85,0.51963,0.03239,0.013685,0.08411,87.19,0.25145
1599973200000,0.09955,0.2686,10532.76,0.0003593,78.08,2.8165,5.2376,387.59,0.0005929,0.2982,12.8263,50.7,21.54,4.05,2.83,0.51988,0.0323,0.013743,0.08409,87.65,0.25148
1599976800000,0.09885,0.2685,10523.53,0.0003589,77.87,2.8136,5.2556,386.14,0.0005891,0.2976,12.7957,50.63,21.64,4.0453,2.815,0.52118,0.03226,0.013727,0.08393,87.75,0.25094
1599980400000,0.09898,0.2703,10542.27,0.0003596,78.05,2.8101,5.2903,387.29,0.0005977,0.2988,13.0637,50.72,21.471,4.117,2.82,0.5242,0.03227,0.013796,0.08436,89.64,0.25195
1599984000000,0.09893,0.269,10539.42,0.0003591,77.66,2.8104,5.2983,386.3,0.0005923,0.2932,12.9916,50.65,20.87,4.0458,2.801,0.52334,0.03222,0.01366,0.08411,89.07,0.25093
1599987600000,0.09777,0.2634,10504.01,0.0003573,76.46,2.7954,5.2508,382.5,0.0005906,0.2884,12.9925,50.1,20.418,3.9665,2.738,0.51876,0.0317,0.013306,0.08339,87.88,0.24844
1599991200000,0.09717,0.2619,10452.37,0.0003547,76.33,2.7821,5.2158,378.03,0.000581,0.2845,12.5729,49.83,20.342,3.9401,2.737,0.51178,0.03127,0.013313,0.08272,87.2,0.24763
1599994800000,0.09519,0.2576,10324.89,0.0003507,75.13,2.7557,5.1629,372.05,0.0005675,0.2773,12.26,49.25,19.883,3.8228,2.682,0.49882,0.03199,0.012895,0.0819,86.7,0.24492
1599998400000,0.09423,0.2552,10290.05,0.0003442,74.74,2.7232,5.0672,366.94,0.000568,0.2758,12.2348,48.65,19.514,3.7873,2.646,0.497,0.03125,0.012656,0.08079,85.98,0.24155
1600002000000,0.09486,0.2576,10322.73,0.0003528,75.79,2.7404,5.0897,368.56,0.0005624,0.2807,12.3781,48.83,19.907,3.8705,2.685,0.51485,0.03112,0.012832,0.08174,86.72,0.24278
1600005600000,0.09434,0.2575,10324.78,0.0003518,75.43,2.7364,5.0653,367.71,0.000566,0.2795,12.2996,48.69,19.97,3.7914,2.673,0.51279,0.03105,0.012693,0.08123,86.13,0.24324
1600009200000,0.0936,0.2541,10280.14,0.0003455,73.7,2.7009,4.9954,360.75,0.0005572,0.2754,12.0352,47.97,19.535,3.7651,2.606,0.51425,0.03046,0.012494,0.08008,85.6,0.24077
1600012800000,0.0937,0.2525,10257.77,0.0003351,74.71,2.6875,4.9859,357.34,0.0005487,0.2774,11.9691,47.61,19.556,3.7235,2.593,0.50608,0.03002,0.012375,0.0802,86.7,0.23873
1600016400000,0.09421,0.252,10275.01,0.0003373,74.77,2.7019,5.0071,359.38,0.0005521,0.2776,12.0154,47.75,19.707,3.7416,2.585,0.52178,0.03008,0.012458,0.08041,87.18,0.24043
1600020000000,0.09359,0.2508,10257.34,0.0003365,74.23,2.7006,4.9816,359.11,0.0005461,0.2752,11.9304,47.7,19.432,3.7826,2.564,0.51806,0.02996,0.012376,0.07989,86.93,0.23906
1600023600000,0.09446,0.2536,10309.05,0.0003389,74.63,2.7093,4.9968,363.02,0.0005482,0.2789,12.0502,47.85,19.71,3.7909,2.584,0.52228,0.0304,0.012563,0.08007,86.87,0.24023
1600027200000,0.09449,0.254,10312.18,0.0003421,74.59,2.7176,4.9976,363.08,0.0005442,0.2782,12.04,47.94,19.722,3.777,2.577,0.52496,0.03017,0.012532,0.07988,86.7,0.24182
1600030800000,0.09432,0.254,10296.87,0.0003407,74.36,2.7178,5.0094,363.05,0.0005413,0.2783,11.9671,47.88,19.672,3.7386,2.576,0.52309,0.03046,0.012487,0.07969,86.31,0.24112
1600034400000,0.09462,0.2566,10306.66,0.0003415,75.29,2.7185,5.0386,364.98,0.0005414,0.2811,12.0025,47.98,19.851,3.8154,2.614,0.5419,0.03033,0.01261,0.07988,85.85,0.24197
1600038000000,0.09507,0.2579,10332.83,0.0003399,75.53,2.7249,5.06,366.42,0.0005446,0.281,12.067,48.15,20.339,3.8423,2.648,0.54238,0.03065,0.01281,0.08001,86.18,0.24218
1600041600000,0.09338,0.2522,10273.28,0.0003344,74.29,2.6991,4.9905,358.03,0.000536,0.2742,11.7708,47.55,19.612,3.7041,2.574,0.52821,0.0302,0.012503,0.0792,84.9,0.24028
1600045200000,0.0943,0.2553,10324.2,0.0003362,75.41,2.7149,5.0332,363.69,0.0005388,0.2773,11.9365,47.98,20.196,3.7582,2.625,0.5444,0.03019,0.012731,0.0799,85.02,0.24251
1600048800000,0.09474,0.2563,10348.7,0.0003397,75.55,2.7136,5.0304,366.63,0.0005422,0.2813,11.9878,48.16,20.246,3.7315,2.631,0.5558,0.03036,0.012797,0.08048,85.33,0.24294
1600052400000,0.09504,0.2549,10348.14,0.0003448,74.94,2.7137,5.0324,365.34,0.0005426,0.281,11.9096,47.95,20.021,3.741,2.616,0.55456,0.03111,0.012846,0.08039,84.95,0.24296
1600056000000,0.09485,0.2526,10344.96,0.0003442,75.1,2.7124,5.0202,364.74,0.0005395,0.2806,11.951,47.63,19.847,3.7239,2.59,0.56,0.03079,0.012789,0.08018,85.19,0.24245
1600059600000,0.09516,0.2524,10337.75,0.0003479,75.26,2.7124,5.0208,365.03,0.0005425,0.2802,11.7852,47.44,19.834,3.7205,2.61,0.55239,0.03069,0.012815,0.07963,84.83,0.24277
1600063200000,0.09497,0.2517,10359.74,0.0003505,75.3,2.7287,5.0361,367.54,0.0005526,0.2816,11.7222,47.71,19.873,3.7335,2.608,0.54474,0.03068,0.012836,0.08013,85.73,0.24466
1600066800000,0.09559,0.2536,10399.32,0.000353,75.67,2.7328,5.0596,369.38,0.0005471,0.2835,11.9202,48.01,20.306,3.8322,2.645,0.55329,0.03093,0.012984,0.08101,86.22,0.24564
1600070400000,0.09501,0.2516,10359.61,0.0003502,74.62,2.7188,5.026,363.97,0.000546,0.2775,11.8308,47.67,20.449,3.7799,2.636,0.5321,0.03067,0.012824,0.08029,84.99,0.24259
1600074000000,0.095,0.2527,10366.97,0.000354,75.2,2.7225,5.0324,365.43,0.0005462,0.2781,11.8521,47.88,20.81,3.758,2.659,0.5248,0.03085,0.012814,0.08039,85.16,0.24325
1600077600000,0.09492,0.2525,10416.06,0.0003529,75.17,2.7191,5.0419,367.19,0.0005473,0.2791,11.8285,47.87,20.8,3.7877,2.659,0.52991,0.03074,0.012788,0.08034,85.41,0.24376
1600081200000,0.09567,0.2555,10469.82,0.000348,75.18,2.7328,5.0989,369.0,0.0005477,0.285,11.8907,48.26,21.002,3.798,2.685,0.52923,0.03087,0.01292,0.08109,86.64,0.24508
1600084800000,0.09543,0.2581,10504.26,0.0003464,75.12,2.7297,5.0858,369.37,0.00055,0.2852,12.1136,48.35,20.935,3.8063,2.725,0.53448,0.03085,0.012907,0.08085,86.57,0.2442
1600088400000,0.09658,0.2607,10643.64,0.0003521,75.94,2.7498,5.1355,374.82,0.0005482,0.2879,12.241,48.89,21.139,3.8686,2.721,0.5447,0.03114,0.013188,0.08174,88.3,0.24675
1600092000000,0.09669,0.2604,10631.06,0.000351,76.34,2.7374,5.1889,373.57,0.0005465,0.2892,12.2236,49.11,21.076,3.8642,2.712,0.54825,0.03097,0.013124,0.08172,89.42,0.24587
1600095600000,0.09737,0.2615,10698.03,0.0003546,76.61,2.7568,5.1917,383.11,0.0005544,0.2915,12.2755,49.57,21.218,3.8722,2.723,0.54595,0.0311,0.013104,0.08176,89.98,0.24819
1600099200000,0.09719,0.2619,10725.2,0.0003519,76.23,2.758,5.1733,380.4,0.0005572,0.2921,12.2887,49.29,21.842,3.8822,2.725,0.53848,0.03086,0.013058,0.08171,90.1,0.24796
1600102800000,0.09706,0.26,10683.72,0.0003477,75.85,2.744,5.147,377.72,0.0005555,0.2872,12.1551,49.0,21.814,3.8566,2.695,0.53517,0.03042,0.012955,0.08109,89.61,0.24614
1600106400000,0.09668,0.2577,10674.98,0.0003498,75.2,2.7404,5.1393,375.58,0.000558,0.2868,12.0987,48.76,21.749,3.9415,2.661,0.5339,0.03036,0.012961,0.08071,89.06,0.24529
1600110000000,0.09588,0.2562,10665.0,0.0003491,75.36,2.7366,5.1353,374.5,0.0005556,0.2857,12.04,48.86,21.629,3.9113,2.661,0.53148,0.03024,0.012963,0.08083,89.67,0.24591
1600113600000,0.09609,0.2573,10683.99,0.000347,75.34,2.7362,5.1527,376.1,0.0005627,0.2882,12.0899,48.8,21.773,3.9067,2.674,0.52819,0.03044,0.012995,0.08093,90.03,0.24624
1600117200000,0.0966,0.2574,10717.36,0.0003471,75.62,2.7509,5.1695,378.65,0.0005619,0.2885,12.14,49.04,22.386,3.8826,2.67,0.53618,0.03055,0.012991,0.08112,90.87,0.24738
1600120800000,0.09584,0.2539,10650.37,0.0003447,74.57,2.7202,5.1195,371.94,0.000555,0.2835,11.9595,48.6,21.826,3.8237,2.608,0.52286,0.03019,0.012727,0.08008,90.59,0.24481
1600124400000,0.09663,0.2565,10671.77,0.0003462,75.13,2.7317,5.1494,377.12,0.0005563,0.2847,12.1374,49.08,22.018,3.8423,2.639,0.52979,0.03039,0.012861,0.08021,91.68,0.24564
1600128000000,0.0972,0.2571,10680.8,0.000349,75.18,2.7319,5.1427,376.94,0.0005511,0.2839,12.0976,49.0,22.112,3.8502,2.642,0.52574,0.03019,0.012852,0.08028,92.54,0.24621
1600131600000,0.09629,0.256,10714.41,0.0003462,74.76,2.7355,5.1426,375.68,0.0005536,0.284,12.0409,48.82,22.08,3.8275,2.634,0.52594,0.03005,0.012719,0.08002,92.31,0.24588
1600135200000,0.09765,0.2571,10758.24,0.0003462,75.8,2.7637,5.2405,377.69,0.00056,0.2835,12.0852,49.86,22.28,3.8351,2.662,0.53393,0.03009,0.012858,0.08064,92.27,0.24735
1600138800000,0.0973,0.2572,10755.13,0.0003473,74.99,2.7597,5.206,376.25,0.0005601,0.2821,12.0462,49.6,21.935,3.8324,2.629,0.53371,0.03,0.012837,0.08044,91.08,0.24698
1600142400000,0.09698,0.2555,10731.41,0.000346,74.91,2.758,5.2176,375.13,0.0005598,0.2819,12.0181,49.57,21.861,3.7734,2.63,0.53762,0.02979,0.012811,0.08041,90.55,0.24776
1600146000000,0.09617,0.2551,10742.04,0.0003453,74.79,2.7586,5.2253,374.67,0.0005646,0.2816,11.9907,49.49,21.563,3.7582,2.621,0.54544,0.02965,0.012749,0.08022,90.38,0.24696
1600149600000,0.09611,0.2562,10736.06,0.0003459,75.08,2.7595,5.3066,375.11,0.0005679,0.2841,11.9428,49.74,21.813,3.7856,2.634,0.55455,0.02983,0.013252,0.08056,90.83,0.247
1600153200000,0.09583,0.2552,10741.37,0.0003442,74.82,2.7563,5.2609,375.59,0.0005676,0.2818,12.0077,49.72,21.626,3.7584,2.63,0.56105,0.02978,0.013277,0.08034,89.9,0.24689
1600156800000,0.09495,0.2519,10644.14,0.000339,73.87,2.7299,5.2076,370.28,0.0005554,0.2774,11.9426,49.0,21.21,3.6978,2.597,0.53817,0.02943,0.012979,0.07958,88.49,0.24391
1600160400000,0.09564,0.2537,10693.93,0.0003404,74.65,2.739,5.1911,371.57,0.0005617,0.2807,11.9925,49.12,21.478,3.7452,2.62,0.53703,0.02964,0.013096,0.08017,89.86,0.24482
1600164000000,0.09664,0.2566,10847.32,0.0003425,75.52,2.7543,5.2305,378.0,0.0005589,0.2869,12.1218,49.8,21.74,3.7829,2.643,0.55081,0.0297,0.013241,0.08114,91.21,0.24745
1600167600000,0.09658,0.2564,10821.15,0.0003426,75.12,2.7516,5.2132,376.54,0.0005551,0.2841,11.9334,49.78,21.775,3.8028,2.629,0.54383,0.02985,0.013267,0.0811,91.12,0.24756
1600171200000,0.09711,0.2565,10907.94,0.0003456,75.22,2.7526,5.2229,377.04,0.0005563,0.2882,11.9697,49.84,21.664,3.7733,2.626,0.5458,0.02964,0.013401,0.08113,90.4,0.24797
1600174800000,0.09615,0.2521,10834.71,0.000341,74.18,2.7327,5.163,369.22,0.0005545,0.2825,11.6676,49.21,21.055,3.7021,2.567,0.53601,0.02923,0.013131,0.08068,89.51,0.24543
1600178400000,0.09448,0.2473,10764.19,0.0003374,73.41,2.7057,5.127,364.28,0.0005447,0.2784,11.3829,48.73,20.671,3.56,2.524,0.53053,0.02843,0.012867,0.07884,88.68,0.2438
1600182000000,0.09449,0.2479,10784.46,0.0003376,73.87,2.7188,5.1615,366.0,0.0005466,0.2789,11.5113,48.94,20.924,3.5987,2.539,0.53347,0.02853,0.012895,0.07903,89.07,0.24439
1600185600000,0.09486,0.2487,10784.23,0.0003389,74.26,2.7252,5.1682,367.73,0.0005455,0.279,11.4989,49.15,21.123,3.6134,2.519,0.53319,0.02842,0.012921,0.07904,90.02,0.2449
1600189200000,0.09511,0.2477,10794.84,0.0003381,74.5,2.7279,5.1757,368.0,0.0005473,0.2802,11.4982,49.06,21.299,3.624,2.531,0.53096,0.02889,0.013035,0.07913,91.13,0.24542
1600192800000,0.09442,0.2456,10784.22,0.0003375,73.88,2.7149,5.1789,364.03,0.0005498,0.278,11.2854,48.74,20.99,3.5844,2.497,0.52944,0.02839,0.012953,0.07897,90.29,0.24432
1600196400000,0.09398,0.2442,10783.36,0.0003374,73.51,2.7038,5.1664,364.66,0.0005468,0.2746,11.1455,48.79,20.93,3.5582,2.48,0.5297,0.02832,0.012858,0.07875,90.26,0.24423
1600200000000,0.09405,0.2455,10860.01,0.0003376,73.95,2.7141,5.1824,365.56,0.0005482,0.2759,11.2489,48.7,21.045,3.5801,2.486,0.54113,0.0282,0.012909,0.07868,91.27,0.24387
1600203600000,0.09428,0.2475,10858.6,0.0003366,73.92,2.7189,5.193,368.02,0.0005462,0.2764,11.3148,48.89,20.943,3.5482,2.492,0.54466,0.02854,0.012975,0.079,91.35,0.24537
1600207200000,0.09329,0.245,10779.25,0.0003345,73.23,2.7107,5.1582,365.11,0.0005475,0.2725,10.9933,48.52,20.483,3.4983,2.441,0.53204,0.02774,0.012687,0.078,90.36,0.24349
1600210800000,0.09313,0.2462,10785.31,0.0003329,72.95,2.7034,5.1688,364.06,0.0005457,0.2736,10.9314,48.31,20.27,3.4731,2.466,0.53596,0.02788,0.012569,0.07778,91.16,0.24331
1600214400000,0.09101,0.2399,10717.23,0.0003235,71.7,2.6155,5.0639,357.16,0.0005391,0.2698,10.6086,47.56,19.56,3.3764,2.39,0.51691,0.02715,0.01226,0.07597,90.0,0.23783
1600218000000,0.09124,0.2422,10738.19,0.0003251,72.18,2.6333,5.0574,360.62,0.0005409,0.2716,10.7808,47.87,19.9,3.3986,2.399,0.51939,0.0271,0.012393,0.0763,91.12,0.23877
1600221600000,0.09127,0.2421,10736.3,0.0003235,72.2,2.6272,5.0735,359.28,0.0005394,0.2722,10.7972,47.87,20.384,3.4183,2.424,0.51887,0.02717,0.012335,0.07617,90.85,0.23962
1600225200000,0.09111,0.244,10779.41,0.0003242,72.24,2.6375,5.0771,359.49,0.0005404,0.2731,10.7589,48.0,20.383,3.4475,2.423,0.5306,0.02722,0.012398,0.07661,90.83,0.24103
1600228800000,0.09157,0.2469,10788.45,0.0003238,72.45,2.6509,5.083,361.7,0.0005436,0.2743,10.8164,48.14,20.679,3.4381,2.437,0.53424,0.02694,0.012484,0.07705,91.69,0.24028
1600232400000,0.0914,0.2502,10771.74,0.0003253,72.44,2.6593,5.0736,361.81,0.0005491,0.2741,10.7866,47.97,20.678,3.4298,2.459,0.52979,0.02698,0.012424,0.07838,92.5,0.2413
1600236000000,0.09206,0.2517,10835.53,0.0003303,72.75,2.6727,5.1105,364.07,0.0005478,0.2765,10.9045,48.2,20.822,3.4441,2.479,0.52023,0.02713,0.012427,0.07929,91.28,0.24277
1600239600000,0.0928,0.2522,10915.49,0.0003325,73.18,2.6726,5.1063,365.63,0.0005519,0.2786,11.2,48.39,21.732,3.4793,2.502,0.52697,0.02745,0.012587,0.08005,91.28,0.24435
1600243200000,0.09213,0.2518,10897.6,0.0003324,72.76,2.6694,5.1003,363.91,0.0005473,0.2795,11.1336,48.23,21.328,3.471,2.507,0.51955,0.02742,0.012455,0.08027,90.68,0.24305
1600246800000,0.09199,0.252,10865.12,0.0003319,72.59,2.6755,5.0946,363.83,0.0005456,0.2774,11.0427,48.19,21.59,3.4393,2.503,0.51061,0.02719,0.012425,0.08069,90.84,0.24315
1600250400000,0.09044,0.2498,10842.71,0.0003284,71.86,2.6539,5.0653,361.43,0.0005418,0.2745,10.9422,47.67,21.16,3.4195,2.505,0.50048,0.02689,0.012205,0.08033,89.84,0.24137
1600254000000,0.09077,0.2526,10898.99,0.0003294,72.62,2.6735,5.0917,364.63,0.0005454,0.276,11.0577,48.0,21.363,3.4513,2.58,0.5041,0.02763,0.012355,0.08095,90.61,0.24318
1600257600000,0.09058,0.2546,10925.23,0.0003309,73.3,2.7036,5.1236,367.0,0.0005496,0.2772,11.14,48.06,21.546,3.5269,2.564,0.51038,0.02792,0.012428,0.08108,90.54,0.24314
1600261200000,0.09022,0.2543,10923.0,0.0003291,73.16,2.6956,5.1193,367.58,0.0005494,0.275,11.155,48.09,21.386,3.4901,2.544,0.50489,0.02709,0.012374,0.08108,90.3,0.24351
1600264800000,0.08978,0.2523,10888.97,0.0003272,72.86,2.686,5.1114,366.27,0.0005456,0.2738,10.8805,47.74,21.167,3.4191,2.512,0.50154,0.02714,0.012308,0.08056,89.83,0.24312
1600268400000,0.09097,0.2543,11004.99,0.0003292,73.93,2.7074,5.1558,370.51,0.0005527,0.2767,11.0426,48.5,21.591,3.5006,2.519,0.513,0.02754,0.012467,0.0807,90.3,0.24467
1600272000000,0.09031,0.2545,11059.57,0.0003304,73.51,2.7002,5.1465,369.62,0.0005531,0.2755,10.7927,48.48,21.179,3.4607,2.488,0.5127,0.02705,0.012368,0.08048,90.08,0.24452
1600275600000,0.09169,0.2548,11040.8,0.000328,74.01,2.7124,5.1321,369.42,0.000554,0.2761,10.9375,48.54,21.299,3.4671,2.482,0.5183,0.02678,0.012357,0.08087,89.84,0.24443
1600279200000,0.09125,0.252,11010.29,0.0003276,73.17,2.724,5.088,366.4,0.0005591,0.2733,10.7289,48.31,20.709,3.4459,2.434,0.52039,0.02651,0.012222,0.07999,88.84,0.24394
1600282800000,0.09168,0.2519,10982.2,0.00033,72.96,2.711,5.082,365.28,0.000552,0.2718,10.6815,48.13,20.683,3.3964,2.427,0.51383,0.02636,0.01224,0.07991,87.58,0.24376
1600286400000,0.09163,0.2513,10994.68,0.0003281,73.24,2.7116,5.0997,365.72,0.0005553,0.2723,10.7488,48.02,20.743,3.4044,2.439,0.51556,0.02633,0.012268,0.07994,87.71,0.24469
1600290000000,0.09202,0.2527,11015.09,0.0003314,73.69,2.7248,5.1078,367.1,0.000557,0.2742,10.818,48.16,20.889,3.4553,2.452,0.51724,0.02626,0.012466,0.08,88.27,0.2466
1600293600000,0.0918,0.2538,11020.82,0.0003366,73.83,2.7302,5.1397,368.1,0.0005582,0.2749,10.8562,48.32,21.23,3.4435,2.481,0.5266,0.02661,0.01262,0.08052,88.92,0.24819
1600297200000,0.09151,0.2508,10954.01,0.0003326,73.01,2.713,5.1179,365.11,0.0005526,0.2708,10.7367,47.76,20.997,3.4148,2.448,0.52668,0.02639,0.01246,0.07999,88.27,0.24686
1600300800000,0.09386,0.2556,10993.67,0.0003358,74.22,2.762,5.1592,378.66,0.0005616,0.2803,11.0933,49.19,21.478,3.5116,2.519,0.53729,0.02721,0.01268,0.0817,88.98,0.25655
1600304400000,0.09357,0.2563,10958.42,0.0003407,74.04,2.7451,5.1443,379.43,0.000565,0.279,11.3174,48.91,21.246,3.5002,2.515,0.54091,0.02696,0.0128,0.08163,88.81,0.25629
1600308000000,0.09263,0.254,10926.87,0.0003333,73.34,2.7192,5.1123,380.09,0.0005609,0.2763,10.994,48.52,20.965,3.4807,2.479,0.52723,0.02684,0.012623,0.08095,88.66,0.25316
1600311600000,0.09177,0.2514,10872.09,0.000338,72.85,2.7164,5.0984,377.03,0.0005509,0.2728,10.9371,48.26,21.013,3.4665,2.456,0.52416,0.02644,0.012583,0.07988,87.59,0.2516
1600315200000,0.09201,0.2524,10909.43,0.0003319,73.1,2.7183,5.1115,378.91,0.0005598,0.2738,11.0357,48.42,21.131,3.4753,2.466,0.52592,0.02653,0.012633,0.08002,88.0,0.25205
1600318800000,0.09261,0.253,10914.72,0.0003353,73.27,2.7384,5.119,379.98,0.0005556,0.2786,11.1724,48.3,21.412,3.4786,2.508,0.53538,0.02664,0.012744,0.08013,89.21,0.25282
1600322400000,0.09199,0.2507,10865.41,0.000332,72.41,2.7251,5.1038,379.0,0.0005501,0.2747,10.8253,48.22,21.11,3.4284,2.468,0.5252,0.02662,0.012571,0.07916,88.72,0.24964
1600326000000,0.09264,0.2486,10882.39,0.000332,72.71,2.7235,5.1176,379.9,0.0005468,0.2719,10.8897,48.24,21.081,3.3752,2.452,0.52137,0.0267,0.012528,0.07938,89.98,0.25107
1600329600000,0.09222,0.2479,10865.72,0.0003296,72.44,2.7234,5.1112,378.56,0.00055,0.2699,10.6954,48.17,21.105,3.3696,2.431,0.5092,0.02668,0.012611,0.07884,90.01,0.2491
1600333200000,0.09253,0.2493,10877.37,0.0003283,72.76,2.7315,5.1207,378.07,0.000544,0.2723,10.8126,48.23,21.211,3.3893,2.454,0.51932,0.02682,0.012682,0.07932,90.82,0.24927
1600336800000,0.0916,0.2498,10826.54,0.0003311,72.22,2.7211,5.1223,379.93,0.0005448,0.2732,10.6649,48.4,21.066,3.2962,2.445,0.51331,0.02705,0.012605,0.07928,91.19,0.24856
1600340400000,0.09208,0.2515,10877.65,0.000331,72.89,2.7366,5.1366,383.08,0.0005477,0.2757,10.7901,48.6,21.475,3.3403,2.475,0.51607,0.02745,0.012697,0.07979,91.68,0.25135
1600344000000,0.0912,0.2488,10803.95,0.0003264,71.92,2.7134,5.1168,377.84,0.0005431,0.2713,10.634,47.94,21.198,3.2601,2.437,0.51325,0.02698,0.012579,0.07881,91.02,0.24889
1600347600000,0.09179,0.2488,10819.91,0.0003288,72.25,2.7163,5.1182,380.25,0.0005423,0.2717,10.7548,48.21,21.472,3.2917,2.46,0.5094,0.02718,0.012624,0.0791,90.89,0.25029
1600351200000,0.09205,0.2501,10840.87,0.0003296,72.48,2.7193,5.13,381.07,0.0005455,0.2742,10.7465,48.4,23.187,3.3162,2.497,0.5135,0.02729,0.013475,0.0794,91.25,0.25059
1600354800000,0.09233,0.2502,10838.31,0.0003259,72.43,2.7233,5.137,380.22,0.0005421,0.2763,10.7198,48.41,23.864,3.3139,2.576,0.53099,0.02725,0.013359,0.07945,91.49,0.25022
1600358400000,0.09263,0.2477,10839.55,0.0003284,72.5,2.7203,5.1498,380.98,0.0005418,0.2747,10.5889,48.34,23.601,3.2944,2.552,0.53,0.02736,0.013402,0.07965,92.11,0.25008
1600362000000,0.09232,0.248,10860.86,0.000332,72.38,2.7198,5.1367,381.51,0.000545,0.2753,10.6717,48.35,23.815,3.2911,2.559,0.52634,0.028,0.013381,0.07981,93.32,0.25056
1600365600000,0.09267,0.2488,10905.26,0.0003297,73.04,2.7382,5.1631,386.98,0.00055,0.2796,10.7636,48.74,23.903,3.3255,2.567,0.53716,0.0281,0.013437,0.08045,92.71,0.2525
1600369200000,0.0938,0.2495,10916.63,0.0003294,73.32,2.74,5.1756,389.21,0.0005517,0.282,10.7427,48.87,24.111,3.2821,2.612,0.53399,0.02811,0.01349,0.08038,93.38,0.25357
1600372800000,0.09403,0.2499,10930.64,0.0003286,73.23,2.7406,5.2104,392.08,0.0005547,0.2843,10.9729,49.01,24.003,3.274,2.567,0.55122,0.02813,0.013491,0.08053,93.16,0.25354
1600376400000,0.09427,0.2492,10957.45,0.0003273,73.18,2.7409,5.2025,392.53,0.000559,0.2829,10.9456,49.16,23.846,3.2572,2.565,0.54599,0.02802,0.013592,0.08072,93.17,0.25256
1600380000000,0.09403,0.2485,10912.08,0.0003285,72.78,2.73,5.182,387.39,0.0005586,0.2797,10.8557,48.87,23.6,3.2367,2.548,0.5476,0.02775,0.013437,0.08038,92.5,0.25142
1600383600000,0.09408,0.2496,10939.99,0.0003323,73.32,2.7375,5.2043,389.36,0.0005585,0.2812,11.0139,48.85,23.833,3.2787,2.566,0.55972,0.02813,0.013514,0.08043,92.82,0.25214
1600387200000,0.09335,0.2487,10905.71,0.0003319,73.09,2.7282,5.1845,387.19,0.0005572,0.2778,10.9351,48.6,23.497,3.2664,2.551,0.5682,0.02792,0.013497,0.07988,92.0,0.25122
1600390800000,0.09313,0.2479,10901.09,0.0003335,72.92,2.7272,5.1854,386.77,0.0005556,0.2769,10.8909,48.61,23.444,3.2477,2.523,0.57314,0.02794,0.013478,0.07965,92.25,0.2514
1600394400000,0.0931,0.2493,10920.9,0.0003342,73.15,2.7312,5.1952,387.07,0.0005561,0.2779,10.99,48.68,24.191,3.2757,2.57,0.565,0.02873,0.013528,0.07979,92.82,0.25176
1600398000000,0.0933,0.2501,10924.36,0.0003332,72.96,2.7352,5.1842,387.33,0.0005592,0.2781,10.9918,48.64,24.575,3.2426,2.636,0.56639,0.02864,0.013649,0.07983,92.92,0.2532
1600401600000,0.0929,0.2473,10904.6,0.0003311,72.71,2.7244,5.1558,383.39,0.0005565,0.2745,10.8463,48.39,24.476,3.1861,2.686,0.5619,0.02857,0.013533,0.07947,92.6,0.25163
1600405200000,0.09315,0.2481,10926.46,0.0003337,72.81,2.7312,5.1739,385.59,0.0005521,0.2761,10.9347,48.5,24.219,3.2141,2.713,0.56379,0.02859,0.013771,0.0799,92.8,0.25282
1600408800000,0.09332,0.2509,10966.76,0.0003363,72.89,2.7342,5.183,388.01,0.0005516,0.2786,10.8955,48.7,24.298,3.245,2.697,0.58087,0.02877,0.013945,0.07979,92.95,0.25516
1600412400000,0.09327,0.2518,10954.14,0.0003368,72.4,2.7294,5.1555,386.1,0.0005545,0.2787,10.8106,48.48,24.104,3.2566,2.721,0.57925,0.02912,0.013925,0.07963,92.64,0.2542
