Time,ADAUSDT,BATUSDT,BTCUSDT,BTTUSDT,DASHUSDT,EOSUSDT,ETCUSDT,ETHUSDT,HOTUSDT,IOTAUSDT,LINKUSDT,LTCUSDT,NEOUSDT,OMGUSDT,QTUMUSDT,THETAUSDT,TRXUSDT,VETUSDT,XLMUSDT,XMRUSDT,XRPUSDT
1572084000000,0.04079,0.2483,9236.22,0.0004169,69.17,3.1724,4.6318,181.26,0.0009364,0.2682,2.8295,56.69,8.477,0.8456,1.788,0.09373,0.01664,0.003361,0.06384,58.23,0.29244
1572087600000,0.04071,0.245,9224.22,0.0004157,68.75,3.1648,4.6145,181.49,0.000928,0.2699,2.8127,56.43,8.458,0.8451,1.787,0.09399,0.01654,0.003341,0.06365,58.21,0.29318
1572091200000,0.04051,0.2446,9269.09,0.0004175,69.35,3.1641,4.6415,181.35,0.0009321,0.2685,2.7985,56.66,8.445,0.84,1.794,0.09392,0.01662,0.003378,0.06374,58.64,0.29152
1572094800000,0.04012,0.2456,9105.56,0.000412,68.51,3.1303,4.5549,178.87,0.0009313,0.2664,2.7875,55.58,8.321,0.8376,1.765,0.09212,0.01636,0.003301,0.06361,56.8,0.29038
1572098400000,0.04022,0.2504,9154.32,0.0004127,69.04,3.1437,4.575,179.37,0.000931,0.2679,2.7687,55.65,8.339,0.8316,1.771,0.09242,0.01642,0.003289,0.06362,57.47,0.29085
1572102000000,0.04046,0.2454,9196.53,0.0004132,69.08,3.1503,4.5843,180.94,0.0009151,0.267,2.753,55.85,8.513,0.8355,1.778,0.09191,0.01648,0.003339,0.06322,57.04,0.29163
1572105600000,0.04029,0.2422,9166.51,0.0004094,68.4,3.1366,4.5425,178.98,0.0009079,0.267,2.6982,55.76,8.493,0.8285,1.759,0.09105,0.01623,0.003332,0.06272,56.29,0.28962
1572109200000,0.04032,0.2407,9131.06,0.0004118,68.56,3.1019,4.5287,177.01,0.0009019,0.2636,2.7057,55.45,8.777,0.8242,1.789,0.09169,0.01618,0.003311,0.06263,55.89,0.28887
1572112800000,0.03999,0.239,9072.01,0.000413,68.57,3.0641,4.5321,177.07,0.0009027,0.262,2.7319,55.04,8.804,0.8312,1.807,0.09177,0.016,0.003312,0.06248,56.05,0.28804
1572116400000,0.03982,0.2382,8996.16,0.0004131,69.2,3.0612,4.5455,176.39,0.0008859,0.2639,2.715,55.24,8.848,0.8288,1.766,0.09268,0.01606,0.003295,0.06258,55.59,0.29223
1572120000000,0.04009,0.2398,9108.71,0.0004177,70.05,3.105,4.5847,178.63,0.0009139,0.267,2.7252,55.89,8.799,0.8417,1.78,0.09184,0.0162,0.003308,0.06276,56.36,0.2905
1572123600000,0.04028,0.2412,9214.03,0.0004203,70.64,3.1085,4.5899,177.61,0.000922,0.2678,2.7436,56.34,8.812,0.8341,1.789,0.09311,0.01632,0.003324,0.06289,56.23,0.29143
1572127200000,0.04014,0.236,9149.36,0.0004155,70.18,3.0912,4.5355,177.0,0.0009216,0.2665,2.7521,56.19,8.859,0.83,1.78,0.09226,0.01638,0.003311,0.0623,55.88,0.29222
1572130800000,0.0405,0.2357,9230.0,0.0004168,70.45,3.1339,4.5738,179.49,0.0009265,0.2687,2.7348,56.71,9.12,0.8477,1.837,0.09274,0.01659,0.00338,0.06264,56.77,0.29351
1572134400000,0.04032,0.2387,9217.0,0.0004139,70.98,3.1343,4.581,179.53,0.0009088,0.2674,2.675,56.27,9.539,0.8481,1.859,0.09311,0.0164,0.003376,0.06274,56.49,0.29175
1572138000000,0.04001,0.2378,9157.53,0.0004115,70.73,3.0975,4.5545,178.72,0.0009099,0.2649,2.7056,56.02,9.65,0.8419,1.828,0.09305,0.01632,0.003389,0.06236,56.19,0.29097
1572141600000,0.03991,0.2346,9174.84,0.0004136,70.65,3.1069,4.5751,178.99,0.0009146,0.2656,2.6872,56.13,9.395,0.8475,1.815,0.09459,0.01634,0.003355,0.0624,56.35,0.29141
1572145200000,0.03967,0.2343,9131.61,0.0004142,69.28,3.0883,4.5847,177.48,0.0009101,0.2615,2.6976,56.09,9.255,0.845,1.794,0.094,0.01618,0.003324,0.0621,55.56,0.29018
1572148800000,0.04015,0.2356,9099.42,0.0004128,69.29,3.1011,4.5842,177.37,0.0009119,0.26,2.6869,56.53,9.25,0.8488,1.815,0.0951,0.01631,0.003311,0.06297,55.94,0.29765
1572152400000,0.04019,0.2383,9180.0,0.0004153,69.86,3.1301,4.6623,179.22,0.0009158,0.2616,2.7494,57.02,9.54,0.8523,1.837,0.0961,0.01645,0.003338,0.06319,56.66,0.29873
1572156000000,0.04025,0.2408,9168.1,0.0004158,69.76,3.1307,4.6209,179.33,0.0009117,0.2614,2.7417,56.65,9.78,0.8515,1.844,0.09596,0.01642,0.003386,0.06295,56.63,0.29729
1572159600000,0.04003,0.2419,9149.08,0.0004164,69.71,3.1028,4.5899,178.68,0.00091,0.2608,2.7161,56.47,9.692,0.8496,1.829,0.09673,0.01632,0.003424,0.06287,56.7,0.29439
1572163200000,0.04028,0.2428,9242.61,0.0004212,70.12,3.1482,4.6529,180.22,0.0009416,0.2627,2.6961,56.95,9.662,0.8597,1.872,0.09647,0.01646,0.003479,0.063,57.14,0.29638
1572166800000,0.04032,0.2412,9232.65,0.0004202,69.88,3.146,4.6435,180.38,0.00093,0.2613,2.7151,56.7,10.124,0.8705,1.936,0.0954,0.01649,0.003509,0.06269,57.38,0.29514
1572170400000,0.04112,0.2389,9393.79,0.0004338,70.49,3.1974,4.7188,182.3,0.0009359,0.2646,2.6934,57.52,10.335,0.9051,2.002,0.09471,0.017,0.003551,0.06255,57.73,0.29414
1572174000000,0.04034,0.2329,9275.83,0.0004206,69.46,3.1275,4.6001,179.17,0.0009142,0.261,2.6697,56.71,10.275,0.9011,1.944,0.09297,0.01669,0.003541,0.06242,56.62,0.29312
1572177600000,0.04032,0.2352,9301.0,0.0004241,69.34,3.135,4.6437,179.59,0.000919,0.2612,2.6868,56.83,10.473,0.9156,2.043,0.09511,0.01671,0.003542,0.06228,56.73,0.29332
1572181200000,0.04115,0.235,9439.74,0.00044,70.13,3.1773,4.7052,181.49,0.0009257,0.2636,2.7008,57.66,11.147,0.9645,2.145,0.09403,0.01732,0.003859,0.0633,57.43,0.2964
1572184800000,0.04264,0.2372,9526.91,0.0004597,72.45,3.3168,4.7938,184.46,0.0009351,0.2702,2.691,59.79,11.578,0.9745,2.167,0.09704,0.0189,0.003995,0.0649,59.03,0.29841
1572188400000,0.04256,0.2368,9526.44,0.0004649,72.76,3.3564,4.8189,183.72,0.0009222,0.2715,2.6989,60.02,11.848,0.9601,2.208,0.09567,0.01964,0.004102,0.0649,59.24,0.297
1572192000000,0.04284,0.2377,9678.62,0.0004541,73.6,3.4362,4.8494,185.44,0.0009251,0.2749,2.6812,62.12,11.736,0.9995,2.269,0.09828,0.01943,0.004297,0.065,61.05,0.29817
1572195600000,0.04289,0.2383,9660.0,0.0004555,72.84,3.396,4.8535,186.91,0.0009261,0.2759,2.721,61.5,11.727,0.9857,2.262,0.0968,0.01914,0.004155,0.06525,60.65,0.29876
1572199200000,0.04281,0.244,9632.52,0.0004589,72.81,3.3885,4.8456,188.01,0.0009259,0.2742,2.6958,61.43,11.598,1.0037,2.276,0.09773,0.01947,0.00406,0.06509,60.81,0.29899
1572202800000,0.04247,0.2425,9712.73,0.0004562,72.79,3.3682,4.8432,186.73,0.0009341,0.2738,2.6862,60.86,11.327,0.9834,2.252,0.0967,0.0191,0.004162,0.06497,60.74,0.29822
1572206400000,0.04247,0.2358,9590.23,0.0004589,72.68,3.3737,4.8289,186.08,0.0009289,0.2741,2.6806,60.47,11.473,0.9801,2.249,0.09753,0.01906,0.004077,0.06477,60.6,0.29802
1572210000000,0.04205,0.2396,9605.54,0.0004569,72.08,3.3153,4.7756,185.37,0.0009315,0.2713,2.683,59.51,11.23,0.965,2.247,0.097,0.01893,0.004142,0.06448,60.07,0.29687
1572213600000,0.0424,0.2363,9562.85,0.0004681,72.38,3.3436,4.8121,184.64,0.0009228,0.272,2.6723,59.93,11.606,0.9763,2.277,0.09739,0.01933,0.004205,0.06481,60.26,0.29704
1572217200000,0.04216,0.24,9529.93,0.0004654,71.85,3.3281,4.7735,183.75,0.000935,0.2723,2.6646,59.78,11.502,0.9675,2.311,0.0964,0.0191,0.004123,0.06514,59.67,0.29818
1572220800000,0.04426,0.2402,9696.1,0.0004952,73.41,3.5121,4.9051,187.08,0.0009399,0.2777,2.699,62.12,12.876,1.03,2.681,0.09879,0.02116,0.004495,0.06718,60.88,0.30408
1572224400000,0.0438,0.2388,9725.44,0.0004939,73.7,3.4476,4.9114,186.03,0.0009821,0.278,2.7544,61.28,12.793,1.0114,2.607,0.09826,0.02122,0.004449,0.06663,60.67,0.30149
1572228000000,0.04407,0.2392,9736.02,0.0004946,76.54,3.4653,4.9688,186.9,0.0009742,0.2809,2.7569,61.54,12.506,1.0204,2.586,0.09896,0.02104,0.004311,0.0668,61.39,0.302
1572231600000,0.04335,0.2419,9615.45,0.0004809,74.63,3.4018,4.901,184.52,0.0009643,0.2781,2.8308,59.81,12.028,0.9869,2.515,0.09832,0.02062,0.004188,0.06635,60.7,0.29965
1572235200000,0.0432,0.2435,9612.53,0.0004828,74.74,3.3907,4.8722,184.37,0.0009543,0.2752,2.8118,59.3,12.09,1.002,2.544,0.09769,0.02064,0.00417,0.06653,60.25,0.29996
1572238800000,0.04308,0.2418,9605.14,0.0004792,74.18,3.3886,4.8689,183.8,0.0009497,0.2753,2.8387,59.15,12.118,1.0019,2.501,0.0978,0.02091,0.004165,0.06629,60.9,0.3004
1572242400000,0.04223,0.2427,9447.64,0.000462,72.92,3.3696,4.8212,183.0,0.0009499,0.2713,2.7867,58.76,11.676,0.962,2.402,0.0961,0.02025,0.003993,0.06521,59.71,0.29745
1572246000000,0.04235,0.2422,9426.11,0.0004681,72.79,3.3603,4.8089,182.72,0.0009453,0.2695,2.7871,58.46,11.901,0.9699,2.464,0.097,0.02042,0.004047,0.06596,59.32,0.29599
1572249600000,0.04216,0.2387,9351.51,0.0004748,72.59,3.3451,4.7885,181.95,0.0009452,0.2712,2.7815,58.42,11.684,0.9448,2.436,0.09727,0.02029,0.004043,0.06557,59.3,0.29545
1572253200000,0.0425,0.2393,9398.43,0.0004715,72.6,3.3673,4.8409,183.14,0.0009401,0.2733,2.8479,59.2,11.717,0.9439,2.438,0.09858,0.02065,0.004085,0.06546,59.15,0.29649
1572256800000,0.04287,0.2418,9412.0,0.0004723,73.41,3.4061,4.842,183.98,0.00095,0.2906,2.8294,59.66,11.568,0.9527,2.427,0.0984,0.02056,0.004052,0.06651,60.56,0.29774
1572260400000,0.04302,0.2453,9407.91,0.0004732,73.59,3.3976,4.8383,185.01,0.000947,0.2866,2.8135,59.52,11.188,0.9744,2.395,0.09781,0.02065,0.004038,0.06648,61.07,0.29929
1572264000000,0.04236,0.2407,9323.07,0.0004648,72.89,3.3536,4.7778,182.75,0.0009375,0.2807,2.779,58.23,10.789,0.9456,2.294,0.09631,0.02024,0.003933,0.06496,60.33,0.29603
1572267600000,0.04231,0.2423,9357.53,0.0004571,72.81,3.3599,4.7999,182.93,0.0009382,0.2905,2.781,58.28,10.733,0.9721,2.301,0.09703,0.02025,0.003934,0.06504,60.45,0.2971
1572271200000,0.04199,0.2425,9332.71,0.0004511,72.64,3.3322,4.7509,181.76,0.0009499,0.2859,2.7734,57.88,10.499,0.9702,2.24,0.09695,0.01972,0.003883,0.06471,60.1,0.296
1572274800000,0.04259,0.2409,9376.21,0.0004614,73.25,3.3532,4.7985,182.82,0.0009504,0.285,2.7502,58.64,10.774,1.0211,2.299,0.09641,0.01992,0.004017,0.06549,60.63,0.29871
1572278400000,0.04261,0.2392,9351.69,0.0004536,72.54,3.2982,4.7757,181.66,0.0009369,0.2927,2.7499,57.87,10.618,1.0299,2.273,0.09805,0.01988,0.003931,0.06494,59.98,0.29682
1572282000000,0.04259,0.2383,9355.69,0.0004559,72.11,3.2801,4.7501,180.57,0.0009344,0.2952,2.7039,58.08,10.77,1.0692,2.288,0.09733,0.02011,0.003926,0.06479,59.62,0.29664
1572285600000,0.0428,0.2377,9347.62,0.0004575,72.29,3.289,4.7626,181.7,0.000937,0.2924,2.6924,58.12,11.05,1.0602,2.294,0.09762,0.02052,0.003917,0.06484,59.84,0.29666
1572289200000,0.04339,0.2395,9397.73,0.0004733,72.55,3.3078,4.7881,182.95,0.0009415,0.2942,2.697,58.39,11.569,1.0774,2.33,0.0993,0.02131,0.003933,0.06515,60.25,0.29615
1572292800000,0.04288,0.24,9425.66,0.0004701,72.63,3.3319,4.7899,183.25,0.0009543,0.2933,2.7052,58.44,11.089,1.0821,2.306,0.09944,0.021,0.003971,0.06513,60.11,0.29693
1572296400000,0.04326,0.2425,9447.27,0.0004745,72.82,3.3442,4.7995,184.18,0.0009495,0.295,2.6893,58.81,11.184,1.0789,2.337,0.09889,0.02084,0.003942,0.06541,61.06,0.2987
1572300000000,0.04307,0.2406,9434.46,0.0004663,72.57,3.3324,4.7998,183.33,0.0009369,0.2898,2.7039,58.64,10.91,1.0631,2.337,0.09739,0.02068,0.003922,0.06529,61.11,0.29789
1572303600000,0.04217,0.2367,9205.14,0.0004622,71.62,3.2822,4.7364,181.72,0.00091,0.2845,2.6611,57.7,10.675,1.0264,2.306,0.09847,0.01998,0.0038,0.0645,59.29,0.29447
1572307200000,0.04262,0.2384,9267.91,0.0004715,72.3,3.3078,4.8181,182.61,0.0009182,0.2882,2.6824,58.16,10.947,1.0408,2.365,0.10051,0.02071,0.003853,0.06527,59.78,0.29631
1572310800000,0.04291,0.2373,9280.69,0.0004718,72.64,3.3455,5.0927,184.19,0.0009266,0.2897,2.7076,58.74,10.998,1.0481,2.351,0.10248,0.02082,0.00387,0.06548,60.19,0.29683
1572314400000,0.04257,0.2375,9258.0,0.0004727,72.34,3.3403,5.0644,183.88,0.0009179,0.2881,2.6904,58.66,10.748,1.0432,2.296,0.101,0.02067,0.003851,0.06511,60.05,0.29689
1572318000000,0.04247,0.2344,9285.0,0.0004651,72.64,3.3432,5.0265,183.82,0.0009299,0.2838,2.6836,58.96,10.82,1.0225,2.267,0.10458,0.02086,0.003832,0.06524,59.94,0.29603
1572321600000,0.04304,0.2353,9416.0,0.000475,73.21,3.4187,5.0624,185.46,0.0009399,0.2873,2.7085,59.96,10.919,1.0338,2.316,0.10431,0.02106,0.003871,0.06564,60.67,0.29665
1572325200000,0.04265,0.2344,9392.27,0.000466,73.12,3.4044,4.9965,185.36,0.0009357,0.285,2.6941,59.44,10.874,1.0229,2.311,0.10387,0.02082,0.00387,0.06565,61.35,0.29714
1572328800000,0.04274,0.236,9426.04,0.0004654,73.62,3.392,4.9453,185.28,0.0009217,0.2849,2.725,59.62,10.91,1.014,2.317,0.10315,0.0207,0.003876,0.06571,61.9,0.29696
1572332400000,0.04297,0.2367,9441.68,0.0004717,73.87,3.4096,4.9607,185.99,0.0009331,0.2876,2.7402,60.03,11.212,1.0326,2.337,0.1047,0.02076,0.004126,0.06712,62.33,0.29651
1572336000000,0.04286,0.2349,9418.06,0.0004701,75.72,3.392,4.9278,186.04,0.0009305,0.2865,2.7449,59.8,11.145,1.0323,2.341,0.10461,0.02081,0.004152,0.06698,62.03,0.29707
1572339600000,0.04264,0.2332,9384.9,0.0004708,75.15,3.3961,4.952,185.34,0.000936,0.2842,2.7084,59.6,10.847,1.0328,2.309,0.10232,0.02111,0.00415,0.06661,61.99,0.29579
1572343200000,0.04298,0.2344,9447.98,0.0004715,74.96,3.408,4.9639,187.81,0.0009298,0.2843,2.7208,60.16,11.016,1.0468,2.316,0.10124,0.02151,0.004233,0.0669,62.1,0.29722
1572346800000,0.04334,0.2337,9432.27,0.0004726,75.02,3.4191,4.9536,187.76,0.0009319,0.2849,2.7101,60.12,11.005,1.1001,2.323,0.10106,0.02156,0.0043,0.0678,62.45,0.30278
1572350400000,0.04317,0.2354,9395.0,0.0004693,74.53,3.3922,4.9234,186.56,0.0009265,0.2864,2.6978,59.66,10.683,1.0888,2.291,0.09982,0.02108,0.004197,0.06766,62.91,0.30487
1572354000000,0.04273,0.2331,9338.72,0.0004624,73.52,3.3554,4.8619,185.68,0.0009241,0.2836,2.6938,59.24,10.823,1.0551,2.28,0.10103,0.02112,0.004074,0.06719,61.88,0.30148
1572357600000,0.04306,0.2319,9359.33,0.000466,72.92,3.3715,4.897,186.68,0.0009399,0.2811,2.7108,59.46,10.773,1.0586,2.299,0.10122,0.02133,0.004135,0.06752,62.43,0.30383
1572361200000,0.04318,0.2333,9340.06,0.0004644,72.83,3.3595,4.873,185.7,0.0009416,0.281,2.6935,59.2,10.727,1.0742,2.278,0.10096,0.0222,0.004176,0.06741,60.8,0.30271
1572364800000,0.04304,0.2323,9301.84,0.0004666,72.34,3.3417,4.8551,185.44,0.0009389,0.2784,2.668,59.32,10.578,1.0649,2.283,0.10208,0.02169,0.004186,0.06678,60.42,0.30137
1572368400000,0.04282,0.2347,9318.13,0.0004725,72.41,3.3432,4.8474,186.24,0.000945,0.2808,2.6924,59.14,10.555,1.0633,2.287,0.10151,0.0219,0.00415,0.06703,60.04,0.301
1572372000000,0.04279,0.2349,9357.06,0.000473,72.67,3.346,4.8669,186.82,0.0009398,0.2819,2.6813,59.22,10.541,1.0686,2.282,0.10291,0.02138,0.004175,0.06636,60.59,0.29954
1572375600000,0.04251,0.2337,9225.09,0.0004714,72.23,3.3579,4.8821,187.59,0.0009265,0.278,2.6728,58.53,10.489,1.0399,2.253,0.10297,0.0213,0.004062,0.06596,59.51,0.29851
1572379200000,0.04303,0.2349,9426.43,0.0004785,72.92,3.3823,4.9114,191.07,0.000945,0.2802,2.6836,59.85,10.731,1.0638,2.28,0.10146,0.02157,0.004109,0.06608,59.26,0.30085
1572382800000,0.04311,0.2355,9397.91,0.000478,72.56,3.3716,4.9119,190.19,0.0009401,0.2787,2.6607,59.54,10.726,1.0411,2.281,0.10261,0.02189,0.004123,0.0661,59.02,0.30144
1572386400000,0.04328,0.2363,9437.83,0.0004862,72.91,3.4162,4.9501,191.96,0.0009457,0.281,2.6733,60.05,10.842,1.0438,2.281,0.10195,0.02215,0.004216,0.06652,59.22,0.30183
1572390000000,0.04341,0.2344,9407.62,0.000496,72.98,3.4022,4.9239,190.46,0.0009458,0.2802,2.662,59.75,10.784,1.0345,2.299,0.10082,0.02194,0.00422,0.06662,59.49,0.30192
1572393600000,0.04385,0.2324,9352.9,0.0005059,72.3,3.3841,4.9025,189.35,0.0009346,0.289,2.6527,59.5,10.52,1.0233,2.251,0.1006,0.02216,0.004191,0.06667,58.72,0.30268
1572397200000,0.04401,0.232,9380.95,0.000507,73.61,3.4131,4.9607,191.09,0.0009466,0.2865,2.65,60.9,10.529,1.0216,2.213,0.10189,0.02247,0.004164,0.06682,59.28,0.30453
1572400800000,0.04353,0.2316,9309.08,0.0004896,73.6,3.3867,4.9272,190.85,0.0009438,0.2859,2.6119,60.24,10.433,1.0172,2.214,0.101,0.02202,0.004111,0.06583,58.95,0.30133
1572404400000,0.04335,0.2311,9276.93,0.0004823,73.71,3.3748,4.9271,189.72,0.0009394,0.2862,2.6225,59.66,10.399,1.0159,2.213,0.10157,0.02185,0.00406,0.06611,59.13,0.30384
1572408000000,0.04301,0.2295,9238.43,0.000479,73.16,3.3428,4.8886,187.18,0.00093,0.2819,2.596,59.1,10.197,1.0006,2.199,0.0975,0.02144,0.003934,0.06529,58.62,0.30043
1572411600000,0.04261,0.2243,9199.13,0.0004679,72.56,3.3372,4.8989,186.32,0.00092,0.2816,2.5566,59.15,10.168,0.9678,2.158,0.09547,0.02126,0.003882,0.06464,58.06,0.29887
1572415200000,0.04274,0.2255,9231.22,0.0004737,72.82,3.3389,4.9188,186.41,0.0009229,0.2811,2.5754,59.16,10.281,0.9642,2.163,0.09563,0.02115,0.003882,0.065,58.39,0.29877
1572418800000,0.04258,0.2249,9161.3,0.00047,73.06,3.3301,4.8843,185.48,0.0009201,0.2822,2.5952,58.75,10.508,0.9644,2.184,0.09559,0.02105,0.004309,0.06487,58.3,0.29795
1572422400000,0.04256,0.227,9192.85,0.0004708,74.1,3.3346,4.9056,185.82,0.0009191,0.2849,2.595,59.09,10.685,0.9791,2.204,0.09533,0.02095,0.004304,0.06472,58.59,0.29793
1572426000000,0.04288,0.2282,9219.36,0.0004781,74.21,3.372,4.9404,186.91,0.0009279,0.2857,2.625,59.34,10.846,0.9945,2.226,0.09655,0.02114,0.004236,0.06493,59.0,0.29991
1572429600000,0.04178,0.2221,9114.62,0.000461,72.52,3.2779,4.8556,183.72,0.0009151,0.2792,2.5716,58.06,10.491,0.964,2.165,0.09556,0.02027,0.004128,0.06408,58.22,0.29576
1572433200000,0.04154,0.2212,9097.69,0.0004614,72.28,3.2698,4.8348,183.2,0.0009082,0.2784,2.542,58.18,10.437,0.9594,2.156,0.09308,0.02027,0.00408,0.06429,57.76,0.29292
1572436800000,0.04158,0.2262,9123.32,0.0004612,73.1,3.2719,4.8322,183.37,0.000919,0.2798,2.5552,57.99,10.461,0.9639,2.174,0.09464,0.02029,0.004122,0.06384,58.09,0.294
1572440400000,0.04123,0.2224,9042.72,0.0004533,72.0,3.2154,4.7845,181.27,0.0009061,0.2756,2.5408,57.42,10.531,0.9462,2.136,0.093,0.02014,0.004118,0.06324,57.75,0.2914
1572444000000,0.04146,0.2221,9083.15,0.0004557,71.82,3.2442,4.7794,182.2,0.0009109,0.2776,2.5705,57.52,10.53,0.953,2.137,0.09438,0.02022,0.004111,0.06317,58.45,0.29179
1572447600000,0.0415,0.224,9093.72,0.0004588,71.88,3.2463,4.7774,182.28,0.0009139,0.2775,2.5973,57.9,10.559,0.964,2.139,0.09337,0.02015,0.004128,0.0634,58.73,0.29258
1572451200000,0.04122,0.2243,9056.6,0.0004566,71.49,3.206,4.7336,180.94,0.0008973,0.2758,2.5583,57.25,10.593,0.9582,2.122,0.09336,0.01992,0.004084,0.06309,58.2,0.2916
1572454800000,0.04158,0.2263,9113.0,0.0004594,71.57,3.2437,4.757,182.01,0.0008999,0.2764,2.5744,57.65,10.677,0.96,2.134,0.09393,0.0201,0.004105,0.06328,58.4,0.29382
1572458400000,0.0418,0.2332,9163.01,0.0004635,72.05,3.2579,4.7756,183.3,0.0009051,0.2779,2.5985,58.01,10.882,0.9687,2.16,0.0944,0.02033,0.004069,0.06338,58.83,0.29418
1572462000000,0.04181,0.23,9202.09,0.0004657,72.34,3.2801,4.7844,183.32,0.0009098,0.2786,2.5958,58.11,11.245,0.98,2.18,0.09459,0.02027,0.004108,0.06326,58.76,0.29533
1572465600000,0.04169,0.2336,9173.52,0.0004684,72.37,3.27,4.7872,182.85,0.0009101,0.2788,2.5812,58.04,11.331,0.9898,2.201,0.0948,0.01998,0.004131,0.06326,58.62,0.29559
1572469200000,0.04144,0.2308,9136.63,0.0004629,72.32,3.2618,4.7555,181.72,0.0009012,0.2789,2.6057,57.75,11.129,0.9837,2.197,0.09412,0.01992,0.004122,0.06319,58.31,0.29452
1572472800000,0.04178,0.2315,9216.64,0.0004666,72.63,3.2861,4.8146,183.3,0.0009103,0.2839,2.6093,58.1,11.111,0.9893,2.202,0.09586,0.02009,0.0042,0.06364,58.7,0.29607
1572476400000,0.04171,0.2343,9154.72,0.0004639,72.05,3.2672,4.7871,183.13,0.0009128,0.2816,2.6093,57.89,11.255,0.9783,2.192,0.09529,0.01995,0.004135,0.06388,58.42,0.29471
1572480000000,0.04186,0.2378,9138.32,0.0004649,72.21,3.2664,4.7985,183.91,0.0009103,0.2791,2.6295,58.32,11.04,0.9759,2.165,0.09339,0.02016,0.004125,0.06392,58.47,0.29528
1572483600000,0.04121,0.2398,9057.82,0.0004587,71.56,3.2323,4.7623,181.85,0.0009015,0.2766,2.5839,57.49,10.835,0.9618,2.13,0.09298,0.01986,0.004066,0.06304,57.77,0.29307
1572487200000,0.04133,0.2377,9090.96,0.0004585,71.81,3.2502,4.9108,182.42,0.0009021,0.2772,2.5863,57.91,10.838,0.9701,2.132,0.09355,0.01993,0.004079,0.06324,58.07,0.2937
1572490800000,0.04153,0.2365,9100.02,0.0004639,71.78,3.2595,4.8595,182.59,0.0009098,0.2771,2.5914,58.13,10.833,0.966,2.153,0.09347,0.02014,0.004077,0.06348,58.08,0.2939
1572494400000,0.04148,0.2372,9081.27,0.0004626,71.59,3.2505,4.84,182.33,0.0009057,0.2733,2.5951,58.09,10.799,0.9626,2.144,0.09326,0.02022,0.004084,0.06327,58.19,0.29371
1572498000000,0.04173,0.2382,9167.46,0.0004634,72.19,3.2774,4.8786,183.37,0.0009128,0.2759,2.6247,58.49,10.931,0.9673,2.164,0.09362,0.02037,0.004121,0.06371,58.09,0.2948
1572501600000,0.04169,0.2381,9120.46,0.0004587,71.48,3.269,4.8785,182.87,0.0009082,0.2738,2.6034,58.42,10.689,0.9659,2.138,0.09285,0.02027,0.004104,0.06391,57.98,0.2951
1572505200000,0.04142,0.2394,9098.32,0.0004577,71.49,3.2489,4.839,182.16,0.0009021,0.2732,2.5942,58.09,10.61,0.9634,2.195,0.09285,0.02007,0.004106,0.06369,58.04,0.29341
1572508800000,0.04161,0.2383,9113.7,0.0004584,71.53,3.2616,4.8506,182.19,0.0009061,0.2753,2.6023,58.28,10.61,0.9629,2.195,0.09302,0.02019,0.00411,0.06372,58.39,0.29375
1572512400000,0.04056,0.2352,9037.92,0.0004513,70.65,3.2012,4.7315,179.18,0.0009019,0.272,2.5709,57.36,10.355,0.9454,2.125,0.09193,0.01946,0.00398,0.06292,57.52,0.29083
1572516000000,0.04091,0.2341,9072.68,0.0004485,70.23,3.2204,4.7499,179.89,0.0008915,0.2695,2.5698,57.76,10.361,0.9343,2.126,0.09171,0.01942,0.003958,0.06278,57.61,0.29073
1572519600000,0.04102,0.2324,9109.53,0.000453,70.65,3.2312,4.785,180.3,0.0009034,0.268,2.588,58.07,10.464,0.9418,2.125,0.0921,0.01952,0.004016,0.06307,57.88,0.29166
1572523200000,0.04151,0.2341,9303.88,0.0004589,71.47,3.2955,4.8318,183.33,0.0009144,0.2708,2.6094,58.97,10.517,0.9565,2.162,0.09193,0.01987,0.004171,0.06391,58.94,0.29489
1572526800000,0.04157,0.2322,9290.88,0.0004624,71.5,3.3014,4.8358,183.59,0.0009159,0.272,2.624,59.15,10.556,0.9535,2.153,0.09299,0.01996,0.004057,0.0639,59.0,0.29523
1572530400000,0.04128,0.233,9238.65,0.0004623,71.25,3.2801,4.8342,182.73,0.000906,0.271,2.6107,58.88,10.492,0.9513,2.142,0.09343,0.01973,0.004039,0.06351,58.79,0.29428
1572534000000,0.04089,0.2303,9213.98,0.0004574,70.81,3.243,4.7887,181.71,0.0009039,0.2694,2.6062,58.6,10.47,0.9454,2.131,0.0937,0.01953,0.004043,0.06328,59.93,0.29334
1572537600000,0.04122,0.2286,9239.57,0.0004547,71.26,3.2434,4.8185,182.66,0.0009039,0.27,2.6217,58.51,10.493,0.948,2.164,0.0937,0.01971,0.004076,0.06363,59.39,0.29346
1572541200000,0.04147,0.2302,9243.41,0.0004601,71.26,3.2682,4.8328,183.11,0.0009043,0.273,2.6669,58.66,10.545,0.9536,2.158,0.09427,0.02,0.004111,0.06412,59.43,0.29399
1572544800000,0.04139,0.2314,9229.95,0.0004628,71.36,3.2471,4.8132,182.85,0.0009036,0.2717,2.7341,58.62,10.511,0.95,2.162,0.09475,0.01993,0.004149,0.06407,59.53,0.29386
1572548400000,0.04119,0.2308,9211.04,0.0004638,71.46,3.2466,4.8126,182.93,0.0009061,0.2724,2.7192,58.57,10.574,0.9462,2.15,0.09514,0.01991,0.004145,0.06401,59.28,0.29293
